topic,authors,title,publicationName,doi,volume,issue,pageRange,coverDate,affiliation,citedbyCount,affilname,affiliation-country,year,month
ENGI,Yang X.,"TiO<inf>2</inf> doping promoted nucleation of CsPbX<inf>3</inf> (X = Cl, Br, I) quantum dots in glass with improved luminescent performance and stability",Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.017,209,,185-195,2025-02-20,"[{'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Institute of Ceramics, Chinese Academy of Sciences', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,University of Chinese Academy of Sciences,China,2025,2
ENGI,Wang H.,Regulating the “core-shell” microstructure of hard carbon through sodium hydroxide activation for achieving high-capacity SIBs anode,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.009,209,,161-170,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Shaanxi University of Science and Technology', 'affiliation-city': 'Xinyang', 'affiliation-country': 'China'}]",-0.1234553128007165,Shaanxi University of Science and Technology,China,2025,2
ENGI,Wu Y.,Towards understanding the microstructure-mechanical property correlations of multi-level heterogeneous-structured Al matrix composites,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.012,209,,117-123,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Tianjin University,China,2025,2
ENGI,Hou X.,Enhanced room temperature CO<inf>2</inf> photoreduction on gas-solid interfaces using nanocrystals integrated with ZIF-8 wrapping design,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.074,209,,55-63,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Shaanxi Normal University', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",-0.1234553128007165,Shaanxi Normal University,China,2025,2
ENGI,Shuitcev A.V.,Ultra-high temperature shape memory in high-Hf content NiTiHf alloys,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.022,209,,124-127,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",-0.1234553128007165,Harbin Engineering University,China,2025,2
ENGI,Gan M.,Suppressing the oxygen-ionic conductivity and promoting the phase stability of the high-entropy rare earth niobates via Ta substitution,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.015,209,,79-94,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Kunming University of Science and Technology', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",-0.1234553128007165,Kunming University of Science and Technology,China,2025,2
ENGI,Shen Z.,Enhanced 3D printing and crack control in melt-grown eutectic ceramic composites with high-entropy alloy doping,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.076,209,,64-78,2025-02-20,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Solidification Processing', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",-0.1234553128007165,State Key Laboratory of Solidification Processing,China,2025,2
ENGI,Ding Z.,Unveiling the growth and morphological transition mechanisms of Al<inf>2</inf>Cu intermetallic compounds quantified by synchrotron X-ray tomography,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.072,209,,43-54,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Shanghai Key Laboratory of Materials Laser Processing and Modification', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Foshan University', 'affiliation-city': 'Foshan', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Key Laboratory of Materials Laser Processing and Modification,China,2025,2
ENGI,Zhao B.,Role of Cr addition in Ni-based interlayer on strengthening titanium and steel dissimilar bimetallic structures enabled by directed energy deposition with laser beam,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.083,209,,27-42,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Nanjing Tech University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",-0.1234553128007165,Nanjing Tech University,China,2025,2
ENGI,Manchi P.,Bifunctional binder-free ZnCuSe<inf>2</inf> nanostructures/carbon fabric-based triboelectric nanogenerator and supercapacitor for self-charging hybrid power system application,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.010,209,,9-18,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Kyung Hee University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",-0.1234553128007165,Kyung Hee University,South Korea,2025,2
ENGI,Zhang Q.,Understanding the effect of cathodic reaction on corrosion-enhanced erosion in sand-entraining electrolyte,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.014,209,,103-116,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",-0.1234553128007165,Dalian University of Technology,China,2025,2
ENGI,Bai D.,Liquid metal assistant self-propagating high-temperature synthesis of S-containing high-entropy MAX-phase materials,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.006,209,,1-8,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Shanghai Polytechnic University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Shanghai Engineering Research Center of Advanced Thermal Functional Materials', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Polytechnic University,China,2025,2
ENGI,Ding S.T.,Thermal engineering in ALD-grown ZGO thin films for high-performance photodetectors,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.053,209,,19-26,2025-02-20,"[{'@_fa': 'true', 'affilname': 'Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'National Integrated Circuit Innovation Center', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Fudan Zhangjiang Institute', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Fudan University,China,2025,2
ENGI,Peng Y.,Revealing the exceptional cryogenic strength-ductility synergy of a solid solution 6063 alloy by in-situ EBSD experiments,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.081,208,,313-322,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",-0.1234553128007165,Harbin Institute of Technology,China,2025,2
ENGI,Li R.H.,Examining whether normal stress affects deformation twinning,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.082,208,,307-312,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Liaoning Petrochemical University', 'affiliation-city': 'Fushun', 'affiliation-country': 'China'}]",-0.1234553128007165,Institute of Metal Research Chinese Academy of Sciences,China,2025,2
ENGI,Nikbakht R.,Multi-scale analysis of microstructural evolution and atomic bonding mechanisms in CoCrFeMnNi high-entropy alloys upon cold spray impact,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.064,208,,263-277,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Université McGill', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]",-0.1234553128007165,Université McGill,Canada,2025,2
ENGI,Xiu Z.,Excellent dielectric response and microwave absorption in magnetic field-induced magnetic ordered structures,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.077,208,,241-251,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Tongji University,China,2025,2
ENGI,Sun F.,"A self-standing dual-electric field synergistic Janus nanofibre piezoelectric photocatalyst with degradation of antibiotics: Performances, DFT calculation and mechanism unveiling",Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.007,208,,278-291,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Changchun University of Science and Technology', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",-0.1234553128007165,Changchun University of Science and Technology,China,2025,2
ENGI,Zhou H.,Biofilm ablation on titanium alloy surface by photothermal and chemotherapeutic synergistic therapy,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.055,208,,252-262,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
ENGI,Du C.,A theoretical and experimental study of deformation mechanism dictated by disclination-dislocation coupling in Mg alloys at different temperatures,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.059,208,,176-188,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Key Laboratory of Automotive Materials, Ministry of Education', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",-0.1234553128007165,"Key Laboratory of Automotive Materials, Ministry of Education",China,2025,2
ENGI,Wang W.,Achieving superior strength-ductility synergy of 2205 duplex stainless steel via dual-heterogeneous structure design,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.071,208,,202-213,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Key Laboratory for Anisotropy and Texture of Materials, Ministry of Education, Northeastern University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",-0.1234553128007165,"Key Laboratory for Anisotropy and Texture of Materials, Ministry of Education, Northeastern University",China,2025,2
ENGI,Yang L.,Thermal-solutal convection-induced low-angle grain boundaries in single-crystal nickel-based superalloy solidification,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.054,208,,214-229,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Jiao Tong University,China,2025,2
ENGI,Yu Q.,Incommensurate modulated structure and its influence on the martensitic transformation temperature span of single phase multielement Ni-Cu-Co-Mn-Ga two-way shape memory single crystals,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.069,208,,230-240,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Beihang University,China,2025,2
ENGI,Fang Y.,Fine-grained titanium mediates the biointerfacial and bioenergetic remodeling of macrophage for optimized osseointegration,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.070,208,,292-306,2025-02-10,"[{'@_fa': 'true', 'affilname': ""Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine"", 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,,China,2025,2
ENGI,Lee J.Y.,Regulation of cryogenic mechanical behaviors of C-added non-equiatomic CoCrFeNiMo ferrous medium-entropy alloy via control of initial microstructure,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.003,208,,141-151,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Pohang University of Science and Technology', 'affiliation-city': 'Pohang', 'affiliation-country': 'South Korea'}]",-0.1234553128007165,Pohang University of Science and Technology,South Korea,2025,2
ENGI,Wan W.,Mechanical properties and microstructure evolution of T2 copper in multimodal ultrasonic vibration assisted micro-compression,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.049,208,,152-163,2025-02-10,"[{'@_fa': 'true', 'affilname': 'China University of Geosciences', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Tokyo Metropolitan University', 'affiliation-city': 'Hachioji', 'affiliation-country': 'Japan'}]",-0.1234553128007165,China University of Geosciences,China,2025,2
ENGI,Zhang X.,Research progress and prospects in antifouling performance of photocatalytic sterilization: A review,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.052,208,,189-201,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Institute of Oceanology Chinese Academy of Sciences', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",-0.1234553128007165,Institute of Oceanology Chinese Academy of Sciences,China,2025,2
ENGI,Yang J.,Multistage microcellular waterborne polyurethane composite with optionally low-reflection behavior for ultra-efficient electromagnetic interference shielding,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.061,208,,132-140,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Anhui University of Technology', 'affiliation-city': 'Maanshan', 'affiliation-country': 'China'}]",-0.1234553128007165,Anhui University of Technology,China,2025,2
ENGI,Lin Z.,Bi-ZFO/BMO-Vo Z-scheme heterojunction photocatalysis-PMS bidirectionally enhanced coupling system for environmental remediation,Journal of Materials Science and Technology,10.1016/j.jmst.2024.02.086,208,,164-175,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Changchun University of Science and Technology', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",-0.1234553128007165,Changchun University of Science and Technology,China,2025,2
ENGI,Ma Y.d.,Reinforcing and toughening mechanism of the in-situ metastable nanostructured alumina-titanium oxide composite coating,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.060,208,,120-131,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Ltd.', 'affiliation-city': 'Shijiazhuang', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
ENGI,Yang W.,Mechanical and electrochemical properties of (MoNbTaTiZr)<inf>1-</inf><inf>x</inf>N<inf>x</inf> high-entropy nitride coatings,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.062,208,,78-91,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Ningbo Institute of Industrial Technology, Chinese Academy of Sciences', 'affiliation-city': 'Ningbo', 'affiliation-country': 'China'}]",-0.1234553128007165,"Ningbo Institute of Industrial Technology, Chinese Academy of Sciences",China,2025,2
ENGI,Wang Y.,Characterization of the interfacial structure and fracture behavior of in situ synthesized ceramics to reinforce Ni-based composite coatings,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.079,208,,11-25,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
ENGI,Li S.,Fabrication of bamboo-inspired continuous carbon fiber-reinforced SiC composites via dual-material thermally assisted extrusion-based 3D printing,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.048,208,,92-103,2025-02-10,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory for Manufacturing Systems Engineering', 'affiliation-city': ""Xi'an"", 'affiliation-country': 'China'}]",-0.1234553128007165,State Key Laboratory for Manufacturing Systems Engineering,China,2025,2
ENGI,Liu X.,3D-printed biomimetic scaffold with liposome-encapsulated SB431542 promotes scarless wound healing,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.046,208,,38-52,2025-02-10,"[{'@_fa': 'true', 'affilname': 'The First Affiliated Hospital, Sun Yat-sen University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Sun Yat-Sen University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,"The First Affiliated Hospital, Sun Yat-sen University",China,2025,2
ENGI,Liu D.,Remarkable fluorescence enhancement of acridine orange and rhodamine B through immobilization on zirconia nanotube array film and its application on nitrite sensing,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.057,208,,26-37,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
ENGI,Wang H.,Strategically designing and fabricating nitrogen and sulfur Co-doped g-C<inf>3</inf>N<inf>4</inf> for accelerating photocatalytic H<inf>2</inf> evolution,Journal of Materials Science and Technology,10.1016/j.jmst.2024.05.005,208,,111-119,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Wuhan Institute of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",-0.1234553128007165,Wuhan Institute of Technology,China,2025,2
ENGI,Zhang R.,Sodium alginate/carbon nanotube energy harvesting fibers: Axial functional group gradient and moist-electric performance,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.063,208,,67-77,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Dalian University of Technology', 'affiliation-city': 'Dalian', 'affiliation-country': 'China'}]",-0.1234553128007165,Dalian University of Technology,China,2025,2
ENGI,Wei X.,Robust fully spin-polarized nodal chain in 3D metal-organic framework,Journal of Materials Science and Technology,10.1016/j.jmst.2024.03.080,208,,104-110,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
ENGI,Li T.,Enhanced pitting resistance for high-entropy alloys by precipitating nano-sized L1<inf>2</inf>-strengthened phase,Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.051,208,,53-66,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Institute of Metal Research Chinese Academy of Sciences', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",-0.1234553128007165,Institute of Metal Research Chinese Academy of Sciences,China,2025,2
ENGI,Liu C.,"Plastic quasicrystal-containing alloys prepared by annealing pseudo-high entropy Zr<inf>70–75</inf>(Al, Ni, Cu, Ag)<inf>25–30</inf> glassy alloys",Journal of Materials Science and Technology,10.1016/j.jmst.2024.04.056,208,,1-10,2025-02-10,"[{'@_fa': 'true', 'affilname': 'Hebei University of Technology', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",-0.1234553128007165,Hebei University of Technology,China,2025,2
MEDI,Shinozaki S.,Endoscopic findings and outcomes of gastric mucosal changes relating to potassium-competitive acid blocker and proton pump inhibitor therapy,DEN Open,10.1002/deo2.400,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Jichi Medical University', 'affiliation-city': 'Kawachi District', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'Shinozaki Medical Clinic', 'affiliation-city': 'Tochigi', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Jichi Medical University,Japan,2025,4
MEDI,Qatomah A.,Colorectal endoscopic submucosal dissection in the USA: The current state and future perspectives,DEN Open,10.1002/deo2.394,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'King Faisal Specialist Hospital and Research Centre', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}, {'@_fa': 'true', 'affilname': 'Centre Universitaire de Santé McGill', 'affiliation-city': 'Montreal', 'affiliation-country': 'Canada'}]",-0.1234553128007165,King Faisal Specialist Hospital and Research Centre,Saudi Arabia,2025,4
MEDI,Itonaga M.,Updated techniques and evidence for endoscopic ultrasound-guided tissue acquisition from solid pancreatic lesions,DEN Open,10.1002/deo2.399,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Wakayama Medical University', 'affiliation-city': 'Wakayama', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Wakayama Medical University,Japan,2025,4
MEDI,Minakata N.,Usefulness of virtual scale endoscope for early gastrointestinal lesions,DEN Open,10.1002/deo2.386,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'National Cancer Center Hospital East', 'affiliation-city': 'Kashiwa', 'affiliation-country': 'Japan'}]",-0.1234553128007165,National Cancer Center Hospital East,Japan,2025,4
MEDI,Abe Y.,Hemorrhagic varices around the pancreatojejunostomy site due to left-sided portal hypertension after pancreaticoduodenectomy: A case report,DEN Open,10.1002/deo2.397,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Yamagata City Hospital Saiseikan', 'affiliation-city': 'Yamagata', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Yamagata City Hospital Saiseikan,Japan,2025,4
MEDI,Sugiura K.,Iron deposition in gastric black spots: Clinicopathological insights and NanoSuit-correlative light and electron microscopy analysis,DEN Open,10.1002/deo2.398,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Hamamatsu University School of Medicine', 'affiliation-city': 'Hamamatsu', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Hamamatsu University School of Medicine,Japan,2025,4
MEDI,Kudo T.,Comparison of propofol-based sedation and midazolam sedation in pediatric bidirectional endoscopy conducted by pediatric gastroenterologists,DEN Open,10.1002/deo2.391,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Juntendo University School of Medicine', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}, {'@_fa': 'true', 'affilname': 'Showa Inan General Hospital', 'affiliation-city': 'Nagano', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Juntendo University School of Medicine,Japan,2025,4
MEDI,Hokama A.,Segmental colitis associated with diverticulosis: Progress to ulcerative colitis,DEN Open,10.1002/deo2.379,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Naha City Hospital', 'affiliation-city': 'Okinawa', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Naha City Hospital,Japan,2025,4
MEDI,Sakiris A.,Rare presentations of small bowel endometriosis,DEN Open,10.1002/deo2.395,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Gold Coast University Hospital', 'affiliation-city': 'Southport', 'affiliation-country': 'Australia'}]",-0.1234553128007165,Gold Coast University Hospital,Australia,2025,4
MEDI,Shintani S.,Diagnostic accuracy of endoscopic ultrasonographic shear wave elastography for assessing early chronic pancreatitis using the Japanese diagnostic criteria 2019,DEN Open,10.1002/deo2.387,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Shiga University of Medical Science', 'affiliation-city': 'Otsu', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Shiga University of Medical Science,Japan,2025,4
MEDI,Tomishima K.,Technical review of endoscopic ultrasound-guided drainage/anastomosis and trans-endosonographically created route procedures for the treatment of pancreatic diseases,DEN Open,10.1002/deo2.393,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Juntendo University Graduate School of Medicine', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Juntendo University Graduate School of Medicine,Japan,2025,4
MEDI,Hirata I.,Clinical usefulness and acceptability of small-bowel capsule endoscopy with panoramic imaging compared with axial imaging in Japanese patients,DEN Open,10.1002/deo2.389,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Hiroshima University Graduate School of Biomedical and Health Sciences', 'affiliation-city': 'Hiroshima', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Hiroshima University Graduate School of Biomedical and Health Sciences,Japan,2025,4
MEDI,Niiya F.,Efficacy and safety of uncovered self-expandable metal stents for distal malignant biliary obstruction in unresectable non-pancreatic cancer,DEN Open,10.1002/deo2.383,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Showa University Fujigaoka Hospital', 'affiliation-city': 'Yokohama', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Showa University Fujigaoka Hospital,Japan,2025,4
MEDI,Chiyonaga S.,Incarceration of a part of the gastric wall into the abdominal cavity in a patient with hiatal hernia and complete dislocation of the stomach (upside-down stomach),DEN Open,10.1002/deo2.377,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Kumamoto Rosai Hospital', 'affiliation-city': 'Yashushiro', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Kumamoto Rosai Hospital,Japan,2025,4
MEDI,Okumura T.,Efficacy of texture and color enhancement imaging for the visibility and diagnostic accuracy of non-polypoid colorectal lesions,DEN Open,10.1002/deo2.380,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Shizuoka Cancer Center', 'affiliation-city': 'Sunto District', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Shizuoka Cancer Center,Japan,2025,4
MEDI,Dainaka K.,A case of intra-abdominal gossypiboma diagnosed preoperatively by endoscopic ultrasound fine-needle-aspiration,DEN Open,10.1002/deo2.388,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Japanese Red Cross Kyoto Daiichi Hospital', 'affiliation-city': 'Kyoto', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Japanese Red Cross Kyoto Daiichi Hospital,Japan,2025,4
MEDI,Sato H.,Appendicitis after endoscopic band ligation for massive ileocecal hemorrhage,DEN Open,10.1002/deo2.392,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Yamagata Prefectural Central Hospital', 'affiliation-city': 'Yamagata', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Yamagata Prefectural Central Hospital,Japan,2025,4
MEDI,Sugimura N.,A diminutive perivascular epithelioid cell tumor in the colon,DEN Open,10.1002/deo2.390,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Sano Hospital', 'affiliation-city': 'Hyogo', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Sano Hospital,Japan,2025,4
MEDI,Okagawa Y.,Is annual screening by fecal immunochemical test necessary after a recent colonoscopy?,DEN Open,10.1002/deo2.385,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Tonan Hospital', 'affiliation-city': 'Sapporo', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Tonan Hospital,Japan,2025,4
MEDI,Toyonaga H.,Recent advancements in image-enhanced endoscopy in the pancreatobiliary field,DEN Open,10.1002/deo2.382,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Teine Keijinkai Hospital', 'affiliation-city': 'Sapporo', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Teine Keijinkai Hospital,Japan,2025,4
MEDI,Sakamoto T.,Exploratory investigation of virtual lesions in gastrointestinal endoscopy using a novel phase-shift method for three-dimensional shape measurement,DEN Open,10.1002/deo2.381,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'National Cancer Center Hospital', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",-0.1234553128007165,National Cancer Center Hospital,Japan,2025,4
MEDI,Kato T.,Visibility of esophageal squamous cell carcinoma under iodine staining on texture and color enhancement imaging,DEN Open,10.1002/deo2.370,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Fukushima Medical University', 'affiliation-city': 'Fukushima', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Fukushima Medical University,Japan,2025,4
MEDI,Sato S.,Immunoglobulin G4 -related gastrointestinal disease associated with type 1 autoimmune pancreatitis: A case report,DEN Open,10.1002/deo2.384,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Fukaya Red Cross Hospital', 'affiliation-city': 'Saitama', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Fukaya Red Cross Hospital,Japan,2025,4
MEDI,Kimura H.,Safety and efficacy of low-power pure-cut hot snare polypectomy for small nonpedunculated colorectal polyps compared with conventional resection methods: A propensity score matching analysis,DEN Open,10.1002/deo2.378,5,1,,2025-04-01,"[{'@_fa': 'true', 'affilname': 'Shiga University of Medical Science', 'affiliation-city': 'Otsu', 'affiliation-country': 'Japan'}]",-0.1234553128007165,Shiga University of Medical Science,Japan,2025,4
